{'index': 1, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-04-24 23:16:09.978501', 'active': 'next_pcd', 'input': 'button_clicked', 'input_detail': 'next_pcd', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 92, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.317984', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 93, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.347739', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 94, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.379463', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 95, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.412686', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 96, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.443095', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 97, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.476095', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 98, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.506112', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 99, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.538114', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 100, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.570100', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 101, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.603113', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 102, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.633566', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 103, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.663678', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 104, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.694774', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 105, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.725776', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.731774', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 106, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.757779', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.763775', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 107, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.789775', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.795773', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 108, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.821759', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.827774', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 109, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.852774', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.859779', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 110, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.885754', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.893503', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 111, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.916930', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.922933', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 112, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.942929', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.948911', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 113, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:25.974932', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:25.980934', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 114, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.008495', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.015940', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 115, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.039459', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.045635', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 116, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.072246', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.079449', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 117, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.103160', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.109168', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 118, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.135160', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.141165', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 119, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.171165', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.182360', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 120, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.201280', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.210341', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 121, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.227260', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.235245', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 122, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.266241', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.273271', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 123, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.298257', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.308272', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 124, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.317263', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.325288', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 125, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.354261', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.362188', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 126, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.392163', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.398150', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 127, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.417168', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.426161', 'active': 'button_big_bbox_preview', 'input': 'button_clicked', 'input_detail': 'button_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': '', 'id': 'P1', 'condition': 'A0', 'pcd': '', 'time': '2023-05-03 19:12:26.428141', 'active': 'button_big_bbox_draw', 'input': 'button_clicked', 'input_detail': 'draw_big_bbox', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': '', 'rot_y': '', 'rot_z': '', 'trans_x': '', 'trans_y': '', 'trans_z': ''}
{'index': 128, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.433142', 'active': 'create_plus_bbox', 'input': 'mouse_left_clicked', 'input_detail': 'mouse_left_clicked', 'mouse_position_x': 459, 'mouse_position_y': 683, 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 129, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.449258', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 130, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.455257', 'active': 'change_bbox_side', 'input': 'mouse_scroll', 'input_detail': 'mouse_scroll', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
{'index': 131, 'id': 'P1', 'condition': 'A0', 'pcd': 'aaraw_scene0003_00_initial.ply', 'time': '2023-05-03 19:12:26.488134', 'active': 'set_bbox_side', 'input': 'mouse_point', 'input_detail': 'mouse_point', 'mouse_position_x': '', 'mouse_position_y': '', 'rot_x': 307.2000000000028, 'rot_y': 0.0, 'rot_z': 229.6000000000065, 'trans_x': -1.6277662659797736, 'trans_y': -1.7807321539305445, 'trans_z': -7.801795228213171}
